id,title,Rating,maincateg,platform,price1,actprice1,Offer %,norating1,noreviews1,star_5f,star_4f,star_3f,star_2f,star_1f,fulfilled1,Discount_Amount,cumulative_ratings
9983,SL-138 Casuals For Women  (White),4.1,Women,Flipkart,496,625,20.64,368.0,68.0,204.0,79.0,52.0,10,27,1,129,6048.199999999998
7279,Women Blue Sports Sandal,4.6,Women,Flipkart,948,1020,7.06,19.0,5.0,14.0,2.0,3.0,0,0,1,72,6052.799999999998
4239,Women Grey Flats Sandal,4.1,Women,Flipkart,479,999,52.05,133.0,10.0,71.0,32.0,14.0,5,11,1,520,6056.899999999999
17613,CLAIRE (Collector's Edition) Running Shoes For Women  (Purple),4.4,Women,Flipkart,1049,1299,19.25,2664.0,450.0,1687.0,662.0,176.0,53,86,1,250,6061.299999999998
1899,"Women's/Ladies/Female/Girls Lightweight Comfortable, Casualwear Black High Ankle Length Lace-Up Boots Boots For Women Boots For Women  (Maroon)",4.4,Women,Flipkart,525,999,47.45,5.0,0.0,3.0,1.0,1.0,0,0,0,474,6065.699999999998
3681,Hush Berry Mens Loafer for Mens Casuals For Men  (Tan),3.9,Men,Flipkart,472,1249,62.21,1406.0,155.0,653.0,320.0,189.0,99,145,1,777,6069.599999999998
19985,Women Pink Heels Sandal,4.0,Women,Flipkart,472,999,52.75,265.0,30.0,148.0,48.0,33.0,6,30,1,527,6073.599999999998
13464,Men Synthetic Leather Chappal (Brown) Slippers,3.6,Men,Flipkart,398,999,60.16,461.0,64.0,198.0,69.0,80.0,46,68,1,601,6077.199999999998
16087,Slippers,4.1,Women,Flipkart,218,279,21.86,739.0,68.0,434.0,134.0,73.0,33,67,1,61,6081.299999999998
13962,Women Gold Wedges Sandal,4.1,Women,Flipkart,446,999,55.36,102.0,13.0,56.0,20.0,15.0,1,10,0,553,6085.399999999999
1965,Women Beige Wedges Sandal,3.7,Women,Flipkart,424,520,18.46,655.0,71.0,281.0,142.0,100.0,45,87,0,96,6089.0999999999985
10997,Women Brown Wedges Sandal,4.1,Women,Flipkart,498,499,0.2,24.0,0.0,12.0,7.0,2.0,1,2,0,1,6093.199999999999
4517,Bellies For Women  (Off White),4.0,Women,Flipkart,269,499,46.09,405.0,87.0,204.0,86.0,60.0,22,33,0,230,6097.199999999999
3324,Women Grey Flats Sandal,4.2,Women,Flipkart,293,999,70.67,294.0,31.0,171.0,59.0,37.0,14,18,1,706,6101.399999999999
3213,Canvas Shoes For Men  (Blue),4.0,Men,Flipkart,302,1799,83.21,306.0,11.0,29.0,60.0,9.0,6,3,0,1497,6105.399999999999
8102,Women Gold Wedges Sandal,3.9,Women,Flipkart,719,999,28.03,925.0,167.0,455.0,186.0,127.0,54,104,0,280,6109.299999999998
19632,Ketava IV DP Slippers,4.2,Men,Flipkart,999,1299,23.09,888.0,76.0,505.0,210.0,77.0,35,61,0,300,6113.499999999998
4628,Flip Flops,3.7,Women,Flipkart,199,499,60.12,646.0,88.0,293.0,123.0,90.0,52,88,0,300,6117.199999999998
17024,Good Quality High Heels Boots More Comfortable And Light Weight Boots Casuals For Women Boots For Women  (White),4.3,Women,Flipkart,499,999,50.05,8.0,3.0,4.0,3.0,0.0,1,0,1,500,6121.499999999998
10018,Jute Mojaris For Men  (Bronze),3.7,Men,Flipkart,399,499,20.04,292.0,49.0,122.0,60.0,44.0,24,42,0,100,6125.199999999998
17188,Sneakers For Men  (White),4.0,Men,Flipkart,521,1499,65.24,33.0,3.0,19.0,5.0,3.0,2,4,0,978,6129.199999999998
13010,Slippers,3.5,Men,Flipkart,99,499,80.16,37.0,3.0,8.0,13.0,8.0,5,3,0,400,6132.699999999998
16727,"Cosko Sports Shoes,Running Shoes,Walking Shoes,Training Shoes, Running Shoes For Men  (Grey)",4.1,Men,Flipkart,699,999,30.03,122519.0,17774.0,0.0,0.0,0.0,0,0,1,300,6136.799999999998
1363,Women Pink Flats Sandal,4.0,Women,Flipkart,360,899,59.96,3309.0,458.0,1751.0,690.0,419.0,171,278,1,539,6140.799999999998
3914,Combo Pack of 3 Casual Shoes Sneakers For Men  (Multicolor),3.8,Men,Flipkart,754,1499,49.7,114.0,15.0,62.0,11.0,15.0,6,20,1,745,6144.5999999999985
12318,Lace Up For Men  (Black),3.8,Men,Flipkart,476,1399,65.98,80.0,9.0,35.0,19.0,12.0,6,8,0,923,6148.399999999999
3529,Women Tan Bellies Sandal,3.9,Women,Flipkart,342,899,61.96,2175.0,308.0,1046.0,527.0,273.0,104,225,0,557,6152.299999999998
20409,Synthetic Leather Casual Partywear New Stylish Latest Sneakers Casual Shoes Sneakers For Men  (White),3.8,Men,Flipkart,299,899,66.74,2227.0,279.0,1122.0,357.0,281.0,134,333,1,600,6156.0999999999985
16386,Women Gold Heels Sandal,4.2,Women,Flipkart,995,1895,47.49,15.0,1.0,9.0,4.0,0.0,0,2,0,900,6160.299999999998
15409,Women Multicolor Wedges Sandal,3.9,Women,Flipkart,298,799,62.7,64.0,6.0,31.0,14.0,8.0,2,9,0,501,6164.199999999998
16064,Women Black Flats Sandal,3.9,Women,Flipkart,399,899,55.62,9826.0,1427.0,4694.0,2209.0,1396.0,569,962,1,500,6168.099999999998
3393,Women Black Heels Sandal,3.8,Women,Flipkart,499,999,50.05,38.0,2.0,14.0,12.0,3.0,7,2,0,500,6171.899999999998
16204,Women Green Bellies Sandal,4.2,Women,Flipkart,379,899,57.84,39.0,4.0,25.0,5.0,6.0,1,3,1,520,6176.099999999998
4022,Synthetic Leather Casual PartyWear Boots For Girls Boots For Women  (Brown),4.1,Women,Flipkart,399,1399,71.48,1954.0,306.0,1032.0,447.0,237.0,87,151,1,1000,6180.199999999998
3127,Chelsea Ankle Boots For Women  (Black),4.3,Women,Flipkart,4039,6099,33.78,30.0,4.0,18.0,6.0,3.0,2,1,0,2060,6184.499999999998
20513,DECENT LOOK Boots For Women  (Pink),3.9,Women,Flipkart,499,1199,58.38,39.0,6.0,19.0,10.0,2.0,3,5,0,700,6188.399999999998
10091,"Riya-51 Navy Sky Sports Shoes,Gym Shoes,Casual Shoes,Walking Shoes, Running Shoes For Women  (Navy, Blue)",4.0,Women,Flipkart,499,599,16.69,19059.0,2519.0,8969.0,5389.0,2528.0,762,1411,1,100,6192.399999999998
11170,"Women Brown, Silver Wedges Sandal",4.2,Women,Flipkart,404,599,32.55,1953.0,386.0,1058.0,467.0,226.0,85,117,1,195,6196.599999999998
8950,"Running Shoes For Men  (Navy, Blue)",4.0,Men,Flipkart,849,999,15.02,2773.0,408.0,1421.0,626.0,333.0,137,256,1,150,6200.599999999998
17899,Women Blue Flats Sandal,4.0,Women,Flipkart,262,549,52.28,9565.0,1324.0,4713.0,2059.0,1349.0,599,845,1,287,6204.599999999998
570,AB1-SX00172L Casuals For Women  (Orange),4.3,Women,Flipkart,853,799,1.13,19.0,2.0,8.0,6.0,2.0,1,1,0,-54,6208.899999999998
14518,Men Navy Casual Sandal,4.2,Men,Flipkart,649,699,7.15,1435.0,237.0,783.0,388.0,139.0,52,73,0,50,6213.099999999998
5699,Corporate Derby Lace Up Derby For Men  (Black),4.2,Men,Flipkart,998,999,0.1,1752.0,246.0,901.0,515.0,183.0,51,102,0,1,6217.299999999997
17637,Women Gold Wedges Sandal,3.7,Women,Flipkart,455,533,14.63,287.0,47.0,126.0,50.0,44.0,26,42,0,78,6220.999999999997
2370,Bellies For Women  (Black),3.9,Women,Flipkart,1000,2195,54.44,59.0,7.0,33.0,10.0,4.0,0,12,1,1195,6224.899999999997
7865,Jutis For Women  (Black),3.9,Women,Flipkart,199,599,66.78,500.0,46.0,272.0,67.0,60.0,35,66,0,400,6228.7999999999965
16288,"Combo of 4 Sneakers For Men  (Red, Blue)",4.0,Men,Flipkart,579,1996,70.99,859.0,107.0,468.0,141.0,103.0,54,93,1,1417,6232.7999999999965
2658,Women Yellow Heels Sandal,4.2,Women,Flipkart,599,1299,53.89,147.0,19.0,86.0,36.0,10.0,5,10,0,700,6236.999999999996
5331,CLAIRE (Collector's Edition) Running Shoes For Women  (Pink),4.4,Women,Flipkart,1049,1299,19.25,2664.0,450.0,1688.0,662.0,177.0,53,86,1,250,6241.399999999996
4304,Women Pink Heels Sandal,4.1,Women,Flipkart,496,1098,54.83,78.0,16.0,37.0,26.0,6.0,5,4,0,602,6245.499999999996
7802,"Perfect Stylish,Trending High Ankle Boots For Women Boots For Women  (Black)",4.3,Women,Flipkart,365,999,63.46,561.0,87.0,356.0,103.0,46.0,22,34,0,634,6249.7999999999965
1202,1044 Latest Collection Stylish Casual Loafer Sneakers Shoes For Women Sneakers For Women  (Black),4.1,Women,Flipkart,367,499,26.45,2394.0,353.0,1275.0,517.0,308.0,121,173,1,132,6253.899999999997
20620,Slides,4.0,Men,Flipkart,249,499,50.1,484.0,63.0,271.0,84.0,50.0,30,49,1,250,6257.899999999997
13437,Women Pink Flats Sandal,3.9,Women,Flipkart,169,999,83.08,296.0,25.0,155.0,42.0,53.0,15,30,1,830,6261.7999999999965
18665,Flip Flops,3.9,Women,Flipkart,149,229,34.93,1647.0,274.0,789.0,324.0,239.0,122,173,0,80,6265.699999999996
19059,SFG-48 Flip Flops,4.0,Men,Flipkart,397,424,6.37,26281.0,3064.0,13751.0,5823.0,3081.0,1248,2378,1,27,6269.699999999996
11567,"Stylish White Casual Shoes Sneakers For Women  (Silver, White)",4.2,Women,Flipkart,399,999,60.06,968.0,183.0,529.0,242.0,112.0,30,54,1,600,6273.899999999996
16095,GEL CONTEND 4B+ Running Shoes For Men  (Black),4.2,Men,Flipkart,1994,3499,43.01,3772.0,500.0,2173.0,912.0,327.0,122,239,1,1505,6278.099999999996
15862,Flex Renew Sneakers For Women  (Pink),4.4,Women,Flipkart,2224,3999,44.39,14.0,2.0,9.0,3.0,1.0,1,0,1,1775,6282.499999999995
14170,DRAGON LADIES Running Shoes For Women  (Grey),4.1,Women,Flipkart,1499,1699,11.77,366.0,35.0,196.0,83.0,36.0,18,33,1,200,6286.599999999996
803,Boots For Women  (Black),4.5,Women,Flipkart,507,1057,50.05,53.0,8.0,27.0,10.0,5.0,3,1,0,550,6291.099999999996
5943,Leather Casual Stylish Look Boots Shoes    Boots For Women  (Pink),3.7,Women,Flipkart,499,999,50.05,44.0,7.0,16.0,12.0,6.0,5,5,0,500,6294.799999999996
8928,Boots For Women  (White),4.3,Women,Flipkart,499,999,50.05,749.0,116.0,491.0,122.0,58.0,29,52,1,500,6299.099999999996
7484,Slippers,4.1,Women,Flipkart,335,499,32.87,244.0,37.0,130.0,60.0,28.0,8,17,0,164,6303.199999999996
15227,Monk Synthetic Leather Casual Formal Dress Loafers Moccasins Shoes Monk Strap For Men  (Tan),2.7,Men,Flipkart,786,999,21.32,7.0,0.0,2.0,0.0,2.0,0,3,1,213,6305.899999999996
11217,Gold Punjabi Juti For Ladies Handmade Mojari Rajasthani Jutti Ethnic Khussa Casuals For Women  (Gold),4.7,Women,Flipkart,1595,2195,27.33,10.0,0.0,7.0,3.0,0.0,0,0,0,600,6310.599999999996
8317,Zig Red Casuals For Men  (Red),4.1,Men,Flipkart,299,1299,76.98,43.0,4.0,27.0,6.0,4.0,0,6,1,1000,6314.699999999996
20249,GEL-KAYANO 23 LITE-SHOW Running Shoes For Women  (Navy),4.2,Women,Flipkart,4996,13499,62.99,37.0,7.0,22.0,9.0,2.0,1,3,1,8503,6318.899999999996
12144,Women Green Flats Sandal,4.1,Women,Flipkart,277,1299,78.68,1735.0,210.0,879.0,421.0,214.0,103,118,0,1022,6322.999999999996
1567,Karnaaz Men's Lace-up Casual Sports Sneakers Canvas Shoes,4.2,Men,Amazon,399,499,20.04,61.0,48.0,6.0,2.0,9.0,28,55,0,100,6327.199999999996
11559,"Men Brown, Beige Sandal",4.2,Men,Flipkart,840,999,15.92,465.0,56.0,250.0,137.0,35.0,16,27,1,159,6331.399999999996
9543,"Chevit Lightweight Combo Pack of 02 Trendy Sneakers Casuals For Men's Sneakers For Men  (Orange, Green)",4.1,Men,Flipkart,498,998,50.1,1502.0,187.0,899.0,225.0,163.0,71,144,1,500,6335.499999999996
11751,Go Run 400-Optimal Running Shoe For Women  (Navy),4.5,Women,Flipkart,2160,4799,54.99,75.0,6.0,44.0,25.0,3.0,2,1,1,2639,6339.999999999996
15554,Men Synthetic Leather Office Black Formal Shoes Slip On Shoes For Men  (Black),3.8,Men,Flipkart,474,999,52.55,14915.0,2309.0,6729.0,3177.0,2256.0,1042,1711,1,525,6343.7999999999965
10558,Slides,4.1,Women,Flipkart,284,499,43.09,490.0,49.0,263.0,119.0,54.0,27,28,1,215,6347.899999999997
1641,Flip Flops,3.6,Men,Flipkart,499,999,50.05,194.0,20.0,84.0,30.0,34.0,14,32,0,500,6351.499999999997
19104,Women Green Flats Sandal,4.3,Women,Flipkart,1048,1799,41.75,113.0,12.0,59.0,34.0,13.0,5,2,1,751,6355.799999999997
11450,Slides,3.5,Men,Flipkart,299,699,57.22,61.0,11.0,28.0,8.0,6.0,5,14,0,400,6359.299999999997
1454,Slides,4.4,Women,Flipkart,299,849,64.78,17.0,2.0,11.0,4.0,1.0,0,1,0,550,6363.699999999997
360,New design Boots For Women  (Black),4.1,Women,Flipkart,475,1060,52.55,290.0,47.0,220.0,21.0,22.0,7,35,0,585,6367.799999999997
6917,KENT Running Shoes For Men  (Navy),4.2,Men,Flipkart,1049,1299,19.25,4591.0,769.0,2600.0,1073.0,407.0,173,338,1,250,6371.999999999997
1556,Slippers,4.2,Men,Flipkart,349,499,30.06,67.0,10.0,38.0,15.0,6.0,3,5,0,150,6376.199999999997
6622,Women Black Flats Sandal,4.2,Women,Flipkart,302,999,69.77,32.0,4.0,19.0,5.0,4.0,3,1,1,697,6380.399999999997
19370,Slides,4.0,Women,Flipkart,1100,1999,44.97,34.0,2.0,18.0,7.0,2.0,5,2,1,899,6384.399999999997
9579,DECENT LOOK Boots For Women  (Red),3.9,Women,Flipkart,499,1199,58.38,39.0,6.0,19.0,10.0,2.0,3,5,0,700,6388.2999999999965
14960,Slippers,4.4,Women,Flipkart,331,499,33.67,53.0,7.0,37.0,8.0,4.0,2,2,0,168,6392.699999999996
13025,Women Pink Heels Sandal,4.0,Women,Flipkart,664,999,33.53,169.0,18.0,90.0,33.0,16.0,10,20,1,335,6396.699999999996
15042,Jutis For Women  (Orange),3.6,Women,Flipkart,249,599,58.43,20.0,0.0,9.0,3.0,2.0,3,3,0,350,6400.2999999999965
11169,"Women Tan, Off White, Brown Sports Sandal",4.2,Women,Flipkart,499,1199,58.38,64.0,10.0,34.0,18.0,4.0,2,5,0,700,6404.499999999996
16104,Casuals For Women  (Multicolor),4.0,Women,Flipkart,474,499,5.01,1708.0,290.0,870.0,404.0,211.0,71,152,1,25,6408.499999999996
18412,Designer Ethnic Rajasthani Jaipuri Velvet Jutti for Women and Girls. Jutis For Women  (Yellow),4.0,Women,Flipkart,299,999,70.07,389.0,51.0,226.0,55.0,43.0,26,39,0,700,6412.499999999996
1025,"Inklenzo Men's Mesh Quality Black Running Sports Walking Casual Sneakers Shoes Size 6,7,8,9,10",3.4,Men,Amazon,379,599,36.73,293.0,82.0,25.0,7.0,12.0,17,39,0,220,6415.899999999996
134,Men Black Casual Sandal,3.8,Men,Flipkart,528,955,56.06,69.0,9.0,47.0,15.0,4.0,8,9,1,427,6419.699999999996
18428,Men Green Sandal,4.1,Men,Flipkart,444,999,55.56,560.0,77.0,308.0,119.0,73.0,23,37,1,555,6423.7999999999965
17993,Jutis For Women  (Off White),4.0,Women,Flipkart,186,599,68.95,250.0,33.0,143.0,39.0,27.0,12,29,0,413,6427.7999999999965
17563,Synthetic Leather Men's Black Slip on Style Formal Shoes Slip On For Men  (Black),3.9,Men,Flipkart,374,699,46.5,754.0,117.0,356.0,148.0,117.0,49,84,0,325,6431.699999999996
15225,Men Ethnic Velvet Mojaris Mojaris For Men  (Black),4.3,Men,Flipkart,270,799,66.21,15.0,6.0,11.0,1.0,1.0,1,1,0,529,6435.999999999996
631,High Top Girls Canvas Heel Sneakers Canvas Shoes For Women  (Black),4.1,Women,Flipkart,434,1039,55.06,602.0,92.0,241.0,85.0,35.0,60,52,1,605,6440.099999999997
6078,Perfect Stylish Girls Casual Shoes Sneakers For Women  (White),3.9,Women,Flipkart,399,999,60.06,1353.0,202.0,698.0,258.0,174.0,77,146,0,600,6443.999999999996
13993,"WNDR-13 Running Shoes For Men  (Red, Black)",4.1,Men,Flipkart,524,599,12.52,289911.0,45443.0,151159.0,74025.0,34972.0,11700,18056,1,75,6448.099999999997
18253,Slip On For Men  (Black),3.9,Men,Flipkart,644,1999,67.78,127.0,23.0,67.0,19.0,15.0,13,13,1,1355,6451.999999999996
10328,Flip Flops,3.1,Men,Flipkart,284,999,71.57,33.0,8.0,10.0,7.0,1.0,5,10,1,715,6455.099999999997
20876,Flip Flops,3.9,Men,Flipkart,299,799,62.58,11.0,2.0,6.0,2.0,1.0,0,2,0,500,6458.999999999996
6195,Flip Flops,4.0,Women,Flipkart,499,1298,61.56,24.0,3.0,13.0,4.0,3.0,2,2,1,799,6462.999999999996
15684,REMIA Outdoors For Women  (Blue),4.2,Women,Flipkart,989,2199,55.03,61.0,10.0,35.0,15.0,5.0,3,3,1,1210,6467.199999999996
1660,Women Black Heels Sandal,3.6,Women,Flipkart,366,999,63.36,1153.0,153.0,439.0,222.0,212.0,101,179,0,633,6470.7999999999965
888,Girls Stylish & Comfortable | Casual | Party Wear Boots For Women  (Black),4.2,Women,Flipkart,266,810,64.16,923.0,162.0,58.0,171.0,96.0,38,93,0,544,6474.999999999996
7580,Ankle Length Furr Boot & High Ankle Length Furr Boot Boots For Women  (Tan),4.1,Women,Flipkart,398,999,60.16,232.0,43.0,130.0,50.0,17.0,16,18,1,601,6479.099999999997
11119,Leather Derby For Men  (Tan),4.2,Men,Flipkart,1888,6295,70.01,69.0,4.0,40.0,14.0,6.0,5,4,1,4407,6483.2999999999965
2447,FUZOR B Running Shoes For Men  (Black),4.2,Men,Flipkart,1799,3799,52.65,1281.0,192.0,711.0,345.0,113.0,38,74,1,2000,6487.499999999996
15895,Women Gold Flats Sandal,4.1,Women,Flipkart,449,999,55.06,56.0,9.0,29.0,14.0,9.0,0,4,1,550,6491.599999999997
7222,Extra Soft Ortho-Care Diabetic Orthopaedic Comfort Dr Slippers and Flipflops For Women's and Girl's Flip Flops,4.0,Women,Flipkart,349,799,56.32,3606.0,434.0,1754.0,919.0,484.0,169,283,0,450,6495.599999999997
10674,Revolution 4 Running Shoes For Men  (Grey),4.3,Men,Flipkart,2587,3695,29.99,38546.0,5161.0,22408.0,9475.0,3182.0,1117,2364,1,1108,6499.899999999997
19641,Boots For Women  (Black),4.0,Women,Flipkart,429,499,14.03,26.0,7.0,13.0,4.0,6.0,1,2,0,70,6503.899999999997
18215,Smash Badminton Shoes For Men  (Orange),4.2,Men,Flipkart,1333,1990,33.02,2240.0,295.0,1271.0,547.0,229.0,62,131,1,657,6508.099999999997
11172,Men Black Sandal,4.0,Men,Flipkart,1048,1999,47.57,2677.0,355.0,1261.0,753.0,293.0,127,243,1,951,6512.099999999997
9895,Slides,4.1,Men,Flipkart,199,499,60.12,8432.0,1141.0,4800.0,1475.0,953.0,460,744,1,300,6516.199999999997
16404,SUNSHINE Running Shoes For Women  (Blue),4.2,Women,Flipkart,1491,1799,17.12,1135.0,164.0,690.0,237.0,78.0,40,88,1,308,6520.399999999997
4550,Jutis For Men  (Brown),4.0,Men,Flipkart,474,499,5.01,425.0,38.0,222.0,76.0,62.0,19,46,1,25,6524.399999999997
19315,Boots For Women  (Black),4.2,Women,Flipkart,499,999,50.05,986.0,213.0,546.0,227.0,117.0,26,70,1,500,6528.599999999997
6413,Bacca Bucci Men's Sneaker,3.6,Men,Amazon,999,999,0.0,686.0,296.0,17.0,7.0,14.0,23,38,1,0,6532.199999999997
2772,Chukka Boots For Women  (Black),4.3,Women,Flipkart,549,999,45.05,40.0,6.0,25.0,8.0,3.0,1,3,1,450,6536.499999999997
4564,Men Red Sandal,4.1,Men,Flipkart,299,999,70.07,491.0,70.0,264.0,107.0,48.0,25,47,0,700,6540.599999999998
12097,"Men's Traditional Latest Design Ethnic Nagra | Classic Design Jalsa | Mojaris, Khussa, Jutti Mocassin For Men  (Brown)",3.9,Men,Flipkart,399,499,20.04,287.0,37.0,142.0,46.0,51.0,21,27,1,100,6544.499999999997
609,Casuals For Men  (Multicolor),3.8,Men,Flipkart,595,911,47.39,1045.0,136.0,393.0,123.0,7.0,123,226,1,316,6548.299999999997
9164,"Perfect Stylish,Trending High Ankle Boots For Women Boots For Women  (Pink)",4.3,Women,Flipkart,365,999,63.46,556.0,87.0,352.0,103.0,46.0,21,34,0,634,6552.599999999998
10762,Sneakers For Men  (White),4.0,Men,Flipkart,419,999,58.06,1251.0,131.0,708.0,220.0,122.0,74,127,1,580,6556.599999999998
20722,Unifactor M Running Shoes For Men  (Blue),4.2,Men,Flipkart,1814,3299,45.01,646.0,74.0,369.0,157.0,53.0,23,44,1,1485,6560.799999999997
4061,Combo pack of 2 sports and running shoes for men Walking Shoes For Men  (Multicolor),3.6,Men,Flipkart,498,998,50.1,24418.0,2781.0,11435.0,3155.0,3006.0,2330,4492,1,500,6564.399999999998
5533,Women Green Heels Sandal,3.9,Women,Flipkart,399,599,33.39,3047.0,438.0,1450.0,633.0,415.0,207,342,0,200,6568.299999999997
1922,Slippers,3.9,Women,Flipkart,599,999,40.04,901.0,99.0,427.0,207.0,114.0,58,95,1,400,6572.199999999997
19622,Women Black Wedges Sandal,3.5,Women,Flipkart,455,799,43.05,100.0,16.0,37.0,22.0,17.0,6,18,0,344,6575.699999999997
1140,Women Black Wedges Sandal,4.0,Women,Flipkart,149,499,70.14,4694.0,649.0,2508.0,790.0,630.0,292,474,0,350,6579.699999999997
3023,Sneakers For Women  (White),3.8,Women,Flipkart,324,499,35.07,361.0,46.0,162.0,88.0,40.0,34,37,1,175,6583.499999999997
1190,Brown Men Formal shoes For Men & boys Monk Strap For Men  (Brown),3.5,Men,Flipkart,474,999,52.55,57.0,8.0,23.0,10.0,9.0,4,11,0,525,6586.999999999997
1389,Bellies For Women  (Beige),4.0,Women,Flipkart,782,999,21.72,306.0,44.0,150.0,60.0,34.0,7,14,1,217,6590.999999999997
7009,Men Black Sandal,4.1,Men,Flipkart,629,2499,74.83,142.0,18.0,65.0,47.0,19.0,4,7,1,1870,6595.099999999998
1840,Men's Cream Printed Fabric Velvet Jutis For Men  (Beige),3.8,Men,Flipkart,426,999,57.36,380.0,52.0,184.0,63.0,49.0,23,61,0,573,6598.899999999998
16075,Formal Shoes For Men  (Brown),4.0,Men,Flipkart,1734,2799,38.05,2195.0,320.0,1078.0,570.0,213.0,124,210,1,1065,6602.899999999998
3229,"Throb M Running Shoes For Men  (Blue, Black)",4.2,Men,Flipkart,1049,2699,61.13,5715.0,786.0,3192.0,1494.0,522.0,212,295,1,1650,6607.099999999998
18687,"HANS RUNNER Running Shoes For Women  (Grey, Orange)",4.3,Women,Flipkart,1610,3999,59.74,50.0,7.0,25.0,19.0,4.0,2,0,1,2389,6611.399999999998
14697,Bellies For Women  (Pink),4.2,Women,Flipkart,407,999,59.26,34.0,3.0,21.0,7.0,2.0,1,3,1,592,6615.599999999998
6576,"Latest Stylish Design-Modern Look Casual Moccasins for Women's & Girl's Latest | Fashionable Slip on Loafer, Office-Home Comfort Wear & Lightweight Loafers For Women  (Grey)",4.2,Women,Flipkart,497,999,50.25,1260.0,214.0,677.0,346.0,113.0,48,76,1,502,6619.799999999997
8634,Red mule Casuals For Women  (Red),4.0,Women,Flipkart,208,599,65.28,106.0,17.0,51.0,24.0,20.0,6,5,0,391,6623.799999999997
3570,"SM-607 Sneakers For Men  (White, Black)",4.3,Men,Flipkart,672,799,15.89,1865.0,330.0,1098.0,459.0,164.0,41,103,1,127,6628.099999999998
13703,Running Shoes For Men  (Black),4.1,Men,Flipkart,399,999,60.06,2407.0,248.0,1426.0,374.0,270.0,128,209,1,600,6632.199999999998
15701,Running Shoes For Men  (Black),4.0,Men,Flipkart,474,999,52.55,13200.0,1769.0,6488.0,2908.0,1855.0,733,1216,1,525,6636.199999999998
7218,Slides,4.6,Women,Flipkart,569,999,43.04,144.0,19.0,108.0,25.0,6.0,1,5,0,430,6640.799999999998
6819,SFG-23 Slippers,4.1,Men,Flipkart,292,319,8.46,12936.0,1598.0,7030.0,2850.0,1453.0,587,1016,1,27,6644.899999999999
1588,Jutis For Men  (Brown),4.0,Men,Flipkart,498,499,0.2,441.0,40.0,232.0,86.0,50.0,21,52,0,1,6648.899999999999
12988,STYLISH-WHITE-6 Sneakers For Men  (White),3.8,Men,Flipkart,199,499,60.12,3100.0,315.0,1717.0,362.0,295.0,243,483,0,300,6652.699999999999
3255,Men's White Printed Fabric wedding & Sherwani jutti Mojaris For Men  (Gold),4.2,Men,Flipkart,449,999,55.06,69.0,8.0,43.0,11.0,5.0,3,7,0,550,6656.899999999999
17497,Formal Oxford For Men  (Tan),4.1,Men,Flipkart,1048,3495,70.01,1904.0,232.0,953.0,533.0,211.0,77,130,1,2447,6660.999999999999
19813,DRAGON LADIES Running Shoes For Women  (Grey),4.1,Women,Flipkart,1499,1699,11.77,366.0,35.0,196.0,83.0,36.0,18,33,1,200,6665.099999999999
19212,Combo Pack of 2 Casual Shoes Casuals For Men  (Multicolor),3.7,Men,Flipkart,498,999,50.15,2616.0,312.0,1254.0,365.0,364.0,227,406,1,501,6668.799999999999
19207,Decent Formal Shoes Slip On For Men  (Black),4.3,Men,Flipkart,799,2150,62.84,61.0,17.0,31.0,21.0,5.0,2,2,0,1351,6673.099999999999
1066,Slip On Shoes For Men  (Black),3.8,Men,Flipkart,723,999,27.63,505.0,57.0,245.0,86.0,75.0,43,56,0,276,6676.9
8312,Men's Running Shoes Fashion Breathable Sneakers Mesh Soft Sole Casual Athletic Lightweight Casuals For Men  (Black),3.8,Men,Flipkart,299,1499,80.05,1630.0,176.0,826.0,240.0,207.0,96,261,0,1200,6680.7
19956,Casuals For Men  (Blue),3.6,Men,Flipkart,444,699,36.48,2610.0,387.0,1154.0,442.0,371.0,196,447,1,255,6684.3
6938,Loafers For Men  (Black),4.1,Men,Flipkart,428,1299,67.05,242.0,35.0,136.0,44.0,30.0,16,16,1,871,6688.400000000001
8195,"Blackwood n Running shoes, Gym Shoes, Training shoes, Walking Shoes Running Shoes For Men  (Blue, Grey)",3.8,Men,Flipkart,419,999,58.06,10619.0,1369.0,5248.0,1763.0,1399.0,738,1471,1,580,6692.200000000001
11786,New Fashionable And Comfortable Sneakers For Women And Girls Party Wear Party Wear For Women  (Pink),4.1,Women,Flipkart,499,999,50.05,65.0,9.0,41.0,5.0,5.0,5,7,1,500,6696.300000000001
17167,"Walking Shoes,Training Shoes, Gym Shoes,Sports Shoes, Cricket Shoes, Walking Shoes For Men  (Black)",3.4,Men,Flipkart,399,999,60.06,4231.0,463.0,1852.0,509.0,516.0,386,968,0,600,6699.700000000001
444,Women Copper Flats Sandal,4.0,Women,Flipkart,323,546,50.1,10013.0,1687.0,8983.0,1718.0,1958.0,702,1470,0,223,6703.700000000001
13130,Women Black Flats Sandal,3.8,Women,Flipkart,261,799,67.33,58.0,8.0,22.0,16.0,13.0,1,6,0,538,6707.500000000001
18277,Men Beige Sandal,3.5,Men,Flipkart,399,999,60.06,2832.0,380.0,1162.0,458.0,396.0,233,583,0,600,6711.000000000001
17903,"Combo pack of 2 shoes for men Walking Shoes For Men  (Black, Red)",3.6,Men,Flipkart,569,998,42.99,24436.0,2783.0,11443.0,3156.0,3010.0,2332,4495,1,429,6714.600000000001
14468,Women Silver Flats Sandal,4.0,Women,Flipkart,287,999,71.27,13.0,2.0,6.0,4.0,1.0,1,1,0,712,6718.600000000001
